YEAR,MO,DY,HR,GHI,DNI,Tamb,PS,PSC,Vwind
2024,1,1,0,0,0,12.83,99.19,101.73,4.74
2024,1,1,1,0,0,12.23,99.17,101.72,4.63
2024,1,1,2,0,0,11.74,99.15,101.7,4.66
2024,1,1,3,0,0,11.3,99.13,101.68,4.67
2024,1,1,4,0,0,10.88,99.15,101.71,4.62
2024,1,1,5,0,0,10.48,99.2,101.77,4.6
2024,1,1,6,0,0,10.13,99.27,101.84,4.6
2024,1,1,7,41.97,24.49,10.98,99.34,101.91,4.32
2024,1,1,8,182.15,198.59,13.07,99.39,101.94,3.09
2024,1,1,9,326.25,326.69,16.35,99.43,101.95,2.72
2024,1,1,10,461.17,433.29,20.78,99.4,101.88,3.28
2024,1,1,11,553.97,520.14,23.72,99.31,101.77,2.75
2024,1,1,12,612.75,624.96,25.24,99.17,101.61,2.36
2024,1,1,13,553.55,599.2,26.04,99.06,101.49,2.25
2024,1,1,14,432.8,533.45,26.16,99,101.42,2.31
2024,1,1,15,268.52,403.36,25.57,98.97,101.4,2.6
2024,1,1,16,96.03,167.22,22.84,98.98,101.43,3.33
2024,1,1,17,3.83,0.78,18.53,99.02,101.51,4.68
2024,1,1,18,0,0,17.47,99.09,101.59,5.75
2024,1,1,19,0,0,16.75,99.15,101.66,6.23
2024,1,1,20,0,0,15.78,99.2,101.72,6.16
2024,1,1,21,0,0,14.58,99.22,101.75,5.83
2024,1,1,22,0,0,13.52,99.23,101.77,5.56
2024,1,1,23,0,0,12.59,99.22,101.76,5.24
2024,1,2,0,0,0,11.85,99.2,101.75,5.07
2024,1,2,1,0,0,11.34,99.15,101.71,5.07
2024,1,2,2,0,0,10.9,99.11,101.67,5.04
2024,1,2,3,0,0,10.47,99.09,101.65,4.88
2024,1,2,4,0,0,10.08,99.1,101.67,4.75
2024,1,2,5,0,0,9.75,99.15,101.73,4.63
2024,1,2,6,0,0,9.43,99.22,101.8,4.44
2024,1,2,7,44.47,49.48,10.47,99.29,101.86,3.96
2024,1,2,8,195.57,277.44,12.73,99.33,101.88,2.72
2024,1,2,9,358.6,462.2,16.19,99.35,101.87,2.16
2024,1,2,10,520.25,569.5,21.3,99.29,101.77,2.22
2024,1,2,11,611.42,640.6,24.02,99.17,101.62,1.68
2024,1,2,12,649.72,752.72,25.28,99.04,101.47,1.44
2024,1,2,13,588.97,702.62,25.84,98.93,101.36,1.64
2024,1,2,14,464.48,614.96,25.84,98.88,101.3,2.13
2024,1,2,15,292.67,446.45,25.19,98.87,101.3,2.59
2024,1,2,16,108.25,211.81,22.95,98.89,101.34,3.4
2024,1,2,17,4.6,2.47,18.58,98.94,101.43,4.74
2024,1,2,18,0,0,17.4,99.02,101.52,5.6
2024,1,2,19,0,0,16.5,99.08,101.59,5.94
2024,1,2,20,0,0,15.39,99.1,101.62,5.91
2024,1,2,21,0,0,14.21,99.1,101.63,5.68
2024,1,2,22,0,0,13.1,99.09,101.63,5.4
2024,1,2,23,0,0,12.16,99.06,101.61,5.17
2024,1,3,0,0,0,11.39,99.05,101.6,4.99
2024,1,3,1,0,0,10.74,99.04,101.6,4.84
2024,1,3,2,0,0,10.19,99.03,101.6,4.7
2024,1,3,3,0,0,9.77,99.03,101.6,4.65
2024,1,3,4,0,0,9.43,99.06,101.63,4.63
2024,1,3,5,0,0,9.14,99.12,101.7,4.58
2024,1,3,6,0,0,8.89,99.2,101.78,4.51
2024,1,3,7,51.4,73.13,10.39,99.27,101.84,4.18
2024,1,3,8,223.45,364.9,13.3,99.34,101.88,2.86
2024,1,3,9,390.2,558.01,17.24,99.37,101.88,2.52
2024,1,3,10,543.05,632.17,21.51,99.32,101.79,2.7
2024,1,3,11,638.78,702.18,23.26,99.19,101.65,2.33
2024,1,3,12,663.38,759.64,24.26,99.06,101.5,2.18
2024,1,3,13,611.12,763.66,24.79,98.94,101.38,2.18
2024,1,3,14,477.55,665.32,24.82,98.87,101.3,2.29
2024,1,3,15,300.08,507.28,24.22,98.85,101.28,2.56
2024,1,3,16,111.62,230.44,21.87,98.9,101.35,3.26
2024,1,3,17,4.7,1.37,17.25,98.97,101.47,4.64
2024,1,3,18,0,0,16.1,99.05,101.57,5.76
2024,1,3,19,0,0,15.28,99.1,101.62,6.23
2024,1,3,20,0,0,14.22,99.13,101.66,6.22
2024,1,3,21,0,0,13.02,99.17,101.71,5.94
2024,1,3,22,0,0,12.05,99.15,101.7,5.81
2024,1,3,23,0,0,11.06,99.16,101.72,5.52
2024,1,4,0,0,0,10.14,99.19,101.76,5.21
2024,1,4,1,0,0,9.39,99.21,101.78,5.05
2024,1,4,2,0,0,8.81,99.2,101.78,5
2024,1,4,3,0,0,8.17,99.21,101.79,4.87
2024,1,4,4,0,0,7.67,99.22,101.81,4.92
2024,1,4,5,0,0,7.23,99.24,101.84,4.93
2024,1,4,6,0,0,6.62,99.31,101.91,4.73
2024,1,4,7,47.58,37.45,7.45,99.37,101.97,4.27
2024,1,4,8,203.77,268.49,9.83,99.44,102.02,3.04
2024,1,4,9,360.98,407.55,13.9,99.47,102.02,3.26
2024,1,4,10,505.23,471.14,18.21,99.42,101.92,3.34
2024,1,4,11,595.72,542.17,20.53,99.31,101.79,2.72
2024,1,4,12,672.38,788.58,21.82,99.23,101.69,2.19
2024,1,4,13,621.55,780.18,22.46,99.13,101.59,2.29
2024,1,4,14,495.5,707.89,22.51,99.03,101.49,2.79
2024,1,4,15,318.12,560.79,21.84,98.98,101.44,3.24
2024,1,4,16,121.45,283.32,19.71,99,101.48,3.89
2024,1,4,17,5.32,2.57,15.07,99.05,101.57,5.17
2024,1,4,18,0,0,13.86,99.12,101.65,5.99
2024,1,4,19,0,0,12.96,99.17,101.71,6.13
2024,1,4,20,0,0,11.89,99.2,101.75,5.95
2024,1,4,21,0,0,10.79,99.22,101.78,5.68
2024,1,4,22,0,0,9.76,99.22,101.8,5.43
2024,1,4,23,0,0,8.83,99.22,101.8,5.15
2024,1,5,0,0,0,7.99,99.23,101.82,4.85
2024,1,5,1,0,0,7.27,99.24,101.83,4.63
2024,1,5,2,0,0,6.68,99.2,101.8,4.55
2024,1,5,3,0,0,6.17,99.15,101.76,4.46
2024,1,5,4,0,0,5.74,99.16,101.77,4.39
2024,1,5,5,0,0,5.45,99.19,101.81,4.42
2024,1,5,6,0,0,5.25,99.23,101.84,4.45
2024,1,5,7,48.75,40.81,6.94,99.28,101.88,4.12
2024,1,5,8,210.82,283.9,9.97,99.35,101.93,2.69
2024,1,5,9,371.62,435.09,14.11,99.42,101.96,2.22
2024,1,5,10,506.6,518.93,18.56,99.38,101.88,2.09
2024,1,5,11,591.05,571.91,20.7,99.25,101.73,1.79
2024,1,5,12,676.62,863.47,22.16,99.13,101.6,1.73
2024,1,5,13,630.67,837.19,23.12,99.05,101.5,1.97
2024,1,5,14,503.95,765.89,23.28,98.99,101.44,2.32
2024,1,5,15,326.38,622.49,22.61,98.97,101.43,2.72
2024,1,5,16,127.53,348.32,20.08,99.01,101.49,3.51
2024,1,5,17,5.75,4.82,15.61,99.09,101.61,4.79
2024,1,5,18,0,0,14.54,99.2,101.73,5.71
2024,1,5,19,0,0,13.85,99.28,101.82,6.08
2024,1,5,20,0,0,12.89,99.35,101.9,5.93
2024,1,5,21,0,0,11.88,99.37,101.92,5.66
2024,1,5,22,0,0,10.94,99.36,101.92,5.36
2024,1,5,23,0,0,10.16,99.32,101.89,5.14
2024,1,6,0,0,0,9.42,99.3,101.88,4.89
2024,1,6,1,0,0,8.72,99.27,101.86,4.6
2024,1,6,2,0,0,8.1,99.25,101.84,4.3
2024,1,6,3,0,0,7.56,99.24,101.83,4.03
2024,1,6,4,0,0,7.16,99.26,101.86,3.95
2024,1,6,5,0,0,6.86,99.32,101.92,4.03
2024,1,6,6,0,0,6.61,99.37,101.97,4.14
2024,1,6,7,49.5,59.38,7.94,99.44,102.04,3.98
2024,1,6,8,217.93,340.07,10.47,99.52,102.09,2.9
2024,1,6,9,383.8,463.04,14.42,99.57,102.11,3.07
2024,1,6,10,521.33,548.31,18.36,99.53,102.03,3.31
2024,1,6,11,602.55,587.46,20.55,99.41,101.89,3.22
2024,1,6,12,668.25,806.8,22.06,99.28,101.75,3.15
2024,1,6,13,612.03,768.51,23,99.18,101.63,3.07
2024,1,6,14,487.12,696.14,23.29,99.12,101.57,3.05
2024,1,6,15,312.8,545.4,22.8,99.1,101.56,3.16
2024,1,6,16,121.03,276.99,20.61,99.14,101.62,3.59
2024,1,6,17,5.75,2.58,16.22,99.2,101.72,4.54
2024,1,6,18,0,0,15.1,99.29,101.82,5.27
2024,1,6,19,0,0,14.37,99.36,101.9,5.64
2024,1,6,20,0,0,13.58,99.4,101.95,5.75
2024,1,6,21,0,0,12.78,99.42,101.97,5.7
2024,1,6,22,0,0,11.97,99.43,101.99,5.55
2024,1,6,23,0,0,11.22,99.42,101.98,5.43
2024,1,7,0,0,0,10.54,99.4,101.97,5.31
2024,1,7,1,0,0,9.91,99.35,101.93,5.2
2024,1,7,2,0,0,9.3,99.32,101.9,5.05
2024,1,7,3,0,0,8.67,99.31,101.89,4.8
2024,1,7,4,0,0,8.13,99.32,101.91,4.6
2024,1,7,5,0,0,7.62,99.37,101.96,4.37
2024,1,7,6,0,0,7.19,99.43,102.03,4.16
2024,1,7,7,48.25,64.7,8.53,99.51,102.1,3.71
2024,1,7,8,199.62,295.06,11.21,99.6,102.16,2.54
2024,1,7,9,338.95,369.58,15.19,99.63,102.17,2.4
2024,1,7,10,451.42,428.4,19.57,99.58,102.08,2.16
2024,1,7,11,570.5,551.43,21.9,99.47,101.94,1.68
2024,1,7,12,663.1,751.75,23.55,99.32,101.78,1.35
2024,1,7,13,606.12,711.25,24.59,99.18,101.63,1.15
2024,1,7,14,483.98,640.48,24.98,99.08,101.52,1.25
2024,1,7,15,305.33,494.88,24.53,99.04,101.48,1.66
2024,1,7,16,116.9,217.35,21.88,99.05,101.51,2.73
2024,1,7,17,6,2.05,17.42,99.09,101.59,4.39
2024,1,7,18,0,0,16.31,99.15,101.67,5.53
2024,1,7,19,0,0,15.61,99.21,101.73,6.01
2024,1,7,20,0,0,14.59,99.25,101.78,5.87
2024,1,7,21,0,0,13.4,99.29,101.83,5.46
2024,1,7,22,0,0,12.34,99.29,101.84,5.05
2024,1,7,23,0,0,11.44,99.28,101.84,4.66
2024,1,8,0,0,0,10.75,99.25,101.82,4.36
2024,1,8,1,0,0,10.22,99.23,101.8,4.11
2024,1,8,2,0,0,9.73,99.2,101.78,3.93
2024,1,8,3,0,0,9.26,99.19,101.76,3.8
2024,1,8,4,0,0,8.84,99.2,101.78,3.7
2024,1,8,5,0,0,8.51,99.25,101.83,3.62
2024,1,8,6,0,0,8.24,99.33,101.92,3.57
2024,1,8,7,45.85,42.25,9.79,99.4,101.98,3.38
2024,1,8,8,195.4,229.26,13.05,99.48,102.03,2.36
2024,1,8,9,335.62,321.47,16.8,99.52,102.03,1.59
2024,1,8,10,450.08,395.76,21.62,99.44,101.92,1.14
2024,1,8,11,582.15,518.29,24.73,99.32,101.76,1.47
2024,1,8,12,607.88,565.79,26.07,99.17,101.6,1.95
2024,1,8,13,554.12,534.84,26.65,99.07,101.49,2.32
2024,1,8,14,434.67,462.7,26.56,99.02,101.44,2.48
2024,1,8,15,272.45,335.58,25.72,99.03,101.45,2.5
2024,1,8,16,106.65,161.11,23.11,99.05,101.5,3.11
2024,1,8,17,5.75,0.95,18.58,99.1,101.59,4.33
2024,1,8,18,0,0,17.38,99.17,101.68,5
2024,1,8,19,0,0,17.04,99.24,101.75,5.34
2024,1,8,20,0,0,17.13,99.28,101.79,5.42
2024,1,8,21,0,0,16.78,99.31,101.83,5.19
2024,1,8,22,0,0,15.97,99.33,101.85,4.93
2024,1,8,23,0,0,15.02,99.33,101.86,4.72
2024,1,9,0,0,0,13.93,99.33,101.87,4.53
2024,1,9,1,0,0,12.5,99.31,101.86,4.53
2024,1,9,2,0,0,11.17,99.29,101.86,4.58
2024,1,9,3,0,0,10.18,99.28,101.85,4.58
2024,1,9,4,0,0,9.35,99.29,101.87,4.52
2024,1,9,5,0,0,8.68,99.34,101.93,4.46
2024,1,9,6,0,0,8.15,99.41,102.01,4.47
2024,1,9,7,46.7,50.55,9.1,99.49,102.08,4.1
2024,1,9,8,201.3,265.87,11.42,99.56,102.12,3.17
2024,1,9,9,339.58,375.4,15.8,99.62,102.14,3.92
2024,1,9,10,452.65,419.61,19.6,99.59,102.09,4.15
2024,1,9,11,586.35,567.86,21.47,99.5,101.97,3.71
2024,1,9,12,657.95,700.34,22.68,99.38,101.84,3.37
2024,1,9,13,609.7,696.05,23.32,99.29,101.75,3.34
2024,1,9,14,486.6,620.67,23.43,99.25,101.71,3.4
2024,1,9,15,312.7,467.3,22.93,99.25,101.71,3.59
2024,1,9,16,124.75,244.03,20.82,99.28,101.76,4.08
2024,1,9,17,7.03,1.79,16.24,99.34,101.86,5.18
2024,1,9,18,0,0,15.15,99.43,101.96,6.04
2024,1,9,19,0,0,14.41,99.5,102.04,6.37
2024,1,9,20,0,0,13.57,99.53,102.07,6.39
2024,1,9,21,0,0,12.65,99.53,102.08,6.25
2024,1,9,22,0,0,11.71,99.5,102.06,6.08
2024,1,9,23,0,0,10.86,99.47,102.04,5.93
2024,1,10,0,0,0,10.14,99.46,102.04,5.85
2024,1,10,1,0,0,9.56,99.45,102.04,5.78
2024,1,10,2,0,0,8.97,99.43,102.02,5.63
2024,1,10,3,0,0,8.23,99.41,102,5.19
2024,1,10,4,0,0,7.48,99.4,101.99,4.9
2024,1,10,5,0,0,6.85,99.43,102.03,4.74
2024,1,10,6,0,0,6.26,99.48,102.09,4.6
2024,1,10,7,53.62,82.61,6.91,99.54,102.15,4.04
2024,1,10,8,234.57,400.17,9.35,99.6,102.19,3.06
2024,1,10,9,417.12,554.83,14.15,99.63,102.18,3.88
2024,1,10,10,566.1,647.7,18.14,99.59,102.1,3.75
2024,1,10,11,656.95,723.16,20.26,99.46,101.95,2.86
2024,1,10,12,716.38,922.92,21.8,99.3,101.77,2.2
2024,1,10,13,663.5,913.39,22.79,99.16,101.62,1.95
2024,1,10,14,541,852.18,23.08,99.08,101.53,2.14
2024,1,10,15,364.05,733.31,22.63,99.05,101.5,2.58
2024,1,10,16,156.43,493.35,20.28,99.08,101.56,3.26
2024,1,10,17,9.2,26.15,15.21,99.15,101.68,4.3
2024,1,10,18,0,0,13.76,99.22,101.76,5.09
2024,1,10,19,0,0,12.88,99.29,101.84,5.54
2024,1,10,20,0,0,11.92,99.33,101.89,5.61
2024,1,10,21,0,0,10.9,99.36,101.93,5.43
2024,1,10,22,0,0,9.94,99.35,101.93,5.16
2024,1,10,23,0,0,9.07,99.32,101.91,4.89
2024,1,11,0,0,0,8.37,99.29,101.88,4.74
2024,1,11,1,0,0,7.79,99.28,101.87,4.57
2024,1,11,2,0,0,7.32,99.28,101.88,4.46
2024,1,11,3,0,0,6.98,99.27,101.87,4.51
2024,1,11,4,0,0,6.68,99.28,101.89,4.53
2024,1,11,5,0,0,6.45,99.35,101.96,4.58
2024,1,11,6,0,0,6.27,99.45,102.06,4.62
2024,1,11,7,58.15,145.59,8.38,99.52,102.12,4.45
2024,1,11,8,235.23,479.41,12.27,99.58,102.14,3.24
2024,1,11,9,416.17,704.11,16.48,99.61,102.13,2.49
2024,1,11,10,565.83,757.85,20.86,99.58,102.06,1.47
2024,1,11,11,663.97,839.43,23.43,99.44,101.9,0.29
2024,1,11,12,710.03,927.21,25.42,99.28,101.72,0.78
2024,1,11,13,675.28,967.38,26.58,99.18,101.6,1.36
2024,1,11,14,551.47,916.65,26.76,99.12,101.54,1.59
2024,1,11,15,373.45,795.84,26.03,99.1,101.53,1.72
2024,1,11,16,163.57,568.34,22.72,99.1,101.56,2.37
2024,1,11,17,10.15,43.97,17.65,99.12,101.62,3.44
2024,1,11,18,0,0,15.67,99.16,101.68,4.2
2024,1,11,19,0,0,14.51,99.21,101.74,4.53
2024,1,11,20,0,0,13.5,99.26,101.8,4.44
2024,1,11,21,0,0,12.58,99.3,101.85,4.18
2024,1,11,22,0,0,11.74,99.32,101.88,4.03
2024,1,11,23,0,0,10.99,99.3,101.86,4.11
2024,1,12,0,0,0,10.37,99.24,101.8,4.34
2024,1,12,1,0,0,9.9,99.17,101.74,4.51
2024,1,12,2,0,0,9.59,99.12,101.69,4.4
2024,1,12,3,0,0,9.35,99.09,101.67,4.13
2024,1,12,4,0,0,9.07,99.09,101.67,4.09
2024,1,12,5,0,0,8.76,99.15,101.73,4.15
2024,1,12,6,0,0,8.47,99.22,101.81,4.16
2024,1,12,7,58,121.75,10.56,99.3,101.87,4.06
2024,1,12,8,237.5,414.69,14.97,99.37,101.89,3.1
2024,1,12,9,423.33,607.51,18.99,99.39,101.88,2.17
2024,1,12,10,576.05,735.67,23.98,99.37,101.82,1.31
2024,1,12,11,672.15,824.51,26.55,99.28,101.7,0.96
2024,1,12,12,719.83,965.43,27.79,99.13,101.55,1.21
2024,1,12,13,659.72,907.91,28.48,99.01,101.42,1.48
2024,1,12,14,534.3,836.1,28.57,98.97,101.37,1.82
2024,1,12,15,358.65,721.1,27.88,98.98,101.39,2.32
2024,1,12,16,152.65,410.38,24.66,99.01,101.45,2.77
2024,1,12,17,10.12,24.47,20.04,99.07,101.54,3.27
2024,1,12,18,0,0,18.85,99.13,101.62,2.93
2024,1,12,19,0,0,18.91,99.17,101.66,2.09
2024,1,12,20,0,0,19.05,99.18,101.67,1.28
2024,1,12,21,0,0,19.07,99.17,101.66,0.6
2024,1,12,22,0,0,18.13,99.12,101.61,0.44
2024,1,12,23,0,0,16.99,99.05,101.55,0.87
2024,1,13,0,0,0,15.88,99.01,101.52,1.41
2024,1,13,1,0,0,14.82,98.98,101.5,1.75
2024,1,13,2,0,0,14.13,98.97,101.49,1.78
2024,1,13,3,0,0,13.67,98.96,101.49,1.66
2024,1,13,4,0,0,13.33,98.99,101.52,1.53
2024,1,13,5,0,0,13.02,99.05,101.59,1.47
2024,1,13,6,0,0,12.47,99.13,101.68,1.63
2024,1,13,7,53.15,69.13,12.76,99.21,101.75,2.03
2024,1,13,8,217.15,229.67,16.22,99.29,101.81,2.15
2024,1,13,9,390.8,355.36,19.92,99.34,101.83,1.87
2024,1,13,10,531.45,467.8,24.32,99.3,101.75,2.97
2024,1,13,11,588.08,433.46,25.93,99.18,101.61,3.29
2024,1,13,12,591.92,347.39,26.74,99.06,101.48,3.3
2024,1,13,13,524.28,237.67,26.88,98.99,101.41,3.22
2024,1,13,14,465.88,425.66,26.85,98.94,101.36,3.09
2024,1,13,15,308.2,301.13,26.23,98.91,101.33,2.81
2024,1,13,16,130.27,147.75,23.15,98.91,101.36,2.73
2024,1,13,17,10.23,8.83,18.75,98.98,101.47,3
2024,1,13,18,0,0,17.24,99.08,101.58,3.15
2024,1,13,19,0,0,16.48,99.17,101.68,3.02
2024,1,13,20,0,0,16.04,99.21,101.73,2.67
2024,1,13,21,0,0,15.72,99.21,101.73,2.28
2024,1,13,22,0,0,15.16,99.19,101.71,2.05
2024,1,13,23,0,0,14.4,99.16,101.69,1.98
2024,1,14,0,0,0,13.63,99.13,101.66,1.85
2024,1,14,1,0,0,12.74,99.1,101.64,1.85
2024,1,14,2,0,0,12.14,99.07,101.61,1.75
2024,1,14,3,0,0,11.83,99.04,101.59,1.5
2024,1,14,4,0,0,11.26,99.05,101.61,1.28
2024,1,14,5,0,0,10.36,99.1,101.66,1.21
2024,1,14,6,0,0,10.03,99.16,101.73,1.2
2024,1,14,7,63.22,193.38,10.68,99.23,101.8,1.13
2024,1,14,8,256.95,586.94,13.96,99.32,101.86,0.83
2024,1,14,9,449.77,742.31,17.23,99.39,101.9,0.25
2024,1,14,10,609.38,832.65,22.12,99.37,101.84,1.43
2024,1,14,11,687.03,800.57,24.74,99.25,101.7,1.62
2024,1,14,12,723.8,916.82,25.77,99.15,101.58,1.64
2024,1,14,13,663.85,913.74,26.31,99.06,101.49,1.71
2024,1,14,14,531.92,725.52,26.24,99.01,101.44,1.75
2024,1,14,15,349.6,610.39,25.54,99,101.43,1.87
2024,1,14,16,148.8,282.1,22.77,99.02,101.48,2.08
2024,1,14,17,10.75,11.71,18.8,99.09,101.58,2.55
2024,1,14,18,0,0,16.87,99.17,101.68,2.98
2024,1,14,19,0,0,15.36,99.22,101.75,3.39
2024,1,14,20,0,0,13.98,99.27,101.81,3.95
2024,1,14,21,0,0,12.91,99.3,101.85,4.51
2024,1,14,22,0,0,12.03,99.3,101.86,4.86
2024,1,14,23,0,0,11.21,99.27,101.83,5.03
2024,1,15,0,0,0,10.42,99.23,101.79,5.05
2024,1,15,1,0,0,9.7,99.18,101.76,5
2024,1,15,2,0,0,9.02,99.14,101.71,4.79
2024,1,15,3,0,0,8.41,99.11,101.69,4.53
2024,1,15,4,0,0,7.92,99.12,101.71,4.37
2024,1,15,5,0,0,7.53,99.18,101.77,4.27
2024,1,15,6,0,0,7.2,99.27,101.87,4.14
2024,1,15,7,53.47,79.54,9.34,99.35,101.93,3.84
2024,1,15,8,234.95,357.55,13.18,99.42,101.96,2.79
2024,1,15,9,430.9,585.02,17.26,99.44,101.95,1.99
2024,1,15,10,596.35,781.83,21.93,99.38,101.85,1.72
2024,1,15,11,685.28,822.4,23.95,99.24,101.69,1.05
2024,1,15,12,730.45,953.8,25.32,99.08,101.52,0.48
2024,1,15,13,677.17,932.4,26.24,98.95,101.37,0.03
2024,1,15,14,551.5,841.45,26.6,98.87,101.28,0.44
2024,1,15,15,355.33,672.36,26.27,98.84,101.26,1
2024,1,15,16,148.3,340.25,23.54,98.87,101.31,2.06
2024,1,15,17,10.43,17.06,18.84,98.94,101.43,3.28
2024,1,15,18,0,0,16.89,99.03,101.53,3.94
2024,1,15,19,0,0,15.72,99.09,101.6,4.18
2024,1,15,20,0,0,14.66,99.12,101.65,4.25
2024,1,15,21,0,0,13.63,99.13,101.67,4.27
2024,1,15,22,0,0,12.64,99.11,101.66,4.28
2024,1,15,23,0,0,11.68,99.05,101.61,4.22
2024,1,16,0,0,0,10.88,98.99,101.55,4.06
2024,1,16,1,0,0,10.36,98.94,101.5,3.85
2024,1,16,2,0,0,10.17,98.88,101.44,3.51
2024,1,16,3,0,0,10.21,98.83,101.39,3.08
2024,1,16,4,0,0,10.26,98.83,101.39,2.72
2024,1,16,5,0,0,10.21,98.88,101.44,2.52
2024,1,16,6,0,0,10.02,98.93,101.49,2.42
2024,1,16,7,54.65,58.72,11.2,98.97,101.53,2.37
2024,1,16,8,231.57,336.12,15.4,99.03,101.54,1.87
2024,1,16,9,413.8,524.2,19.08,99.07,101.56,0.84
2024,1,16,10,571.05,632.95,23.45,99.02,101.47,1
2024,1,16,11,674.08,747.14,25.1,98.91,101.34,1.42
2024,1,16,12,687.58,727.21,26.04,98.78,101.21,1.71
2024,1,16,13,627.35,688.48,26.47,98.67,101.09,1.83
2024,1,16,14,501.12,539.82,26.41,98.57,100.98,1.71
2024,1,16,15,332.7,401.4,25.81,98.54,100.96,1.71
2024,1,16,16,140.8,173.52,23.11,98.57,101.01,2.12
2024,1,16,17,11.23,4.02,19.06,98.62,101.1,2.79
2024,1,16,18,0,0,17.35,98.71,101.2,3.21
2024,1,16,19,0,0,16.19,98.79,101.3,3.42
2024,1,16,20,0,0,15.31,98.84,101.36,3.35
2024,1,16,21,0,0,14.7,98.85,101.37,3.05
2024,1,16,22,0,0,14.18,98.82,101.34,2.77
2024,1,16,23,0,0,13.52,98.76,101.28,2.71
2024,1,17,0,0,0,12.8,98.7,101.24,2.74
2024,1,17,1,0,0,12.21,98.68,101.21,2.7
2024,1,17,2,0,0,11.75,98.65,101.19,2.52
2024,1,17,3,0,0,11.45,98.63,101.18,2.21
2024,1,17,4,0,0,11.08,98.64,101.19,1.88
2024,1,17,5,0,0,10.78,98.69,101.25,1.65
2024,1,17,6,0,0,10.47,98.76,101.32,1.55
2024,1,17,7,55.33,93.48,11.35,98.84,101.39,1.49
2024,1,17,8,236.7,442.25,14.83,98.9,101.42,1.24
2024,1,17,9,426.7,597.15,18.12,98.94,101.43,0.45
2024,1,17,10,579,712.83,22.84,98.9,101.35,0.81
2024,1,17,11,671.97,774.37,25.14,98.8,101.23,1.21
2024,1,17,12,684.8,720.87,26.14,98.68,101.1,1.42
2024,1,17,13,629.55,695.36,26.66,98.59,101,1.64
2024,1,17,14,506.9,615.87,26.67,98.55,100.96,1.8
2024,1,17,15,333.98,479.47,26.12,98.55,100.96,2.04
2024,1,17,16,141.65,252.34,23.46,98.6,101.04,2.53
2024,1,17,17,11.2,3.54,18.91,98.69,101.17,3.35
2024,1,17,18,0,0,17.13,98.81,101.3,4.28
2024,1,17,19,0,0,16.13,98.9,101.41,5.07
2024,1,17,20,0,0,15.27,98.97,101.49,5.64
2024,1,17,21,0,0,14.34,99.01,101.54,5.84
2024,1,17,22,0,0,13.27,99.01,101.54,5.66
2024,1,17,23,0,0,12.25,98.98,101.52,5.39
2024,1,18,0,0,0,11.36,98.95,101.5,5.12
2024,1,18,1,0,0,10.56,98.93,101.49,4.78
2024,1,18,2,0,0,9.89,98.91,101.47,4.37
2024,1,18,3,0,0,9.38,98.91,101.48,3.95
2024,1,18,4,0,0,9.02,98.93,101.51,3.54
2024,1,18,5,0,0,8.8,98.99,101.57,3.23
2024,1,18,6,0,0,8.65,99.05,101.63,3.03
2024,1,18,7,49.17,42.69,10.46,99.12,101.68,2.87
2024,1,18,8,212.48,272.45,13.93,99.18,101.72,2.11
2024,1,18,9,395.35,445.61,17.87,99.24,101.74,1.64
2024,1,18,10,544.1,547.79,22.2,99.21,101.67,1.76
2024,1,18,11,634.92,598.37,24.08,99.13,101.57,1.45
2024,1,18,12,672.08,676.24,25.32,99.03,101.46,1.19
2024,1,18,13,609.03,625.51,26,98.94,101.37,1.17
2024,1,18,14,482.45,544.21,26.1,98.88,101.3,1.31
2024,1,18,15,311,411,25.6,98.86,101.28,1.6
2024,1,18,16,130.6,197.08,23.26,98.88,101.32,2.32
2024,1,18,17,10.9,2.66,18.73,98.94,101.43,3.46
2024,1,18,18,0,0,17.12,99.04,101.54,4.34
2024,1,18,19,0,0,16.2,99.12,101.63,4.88
2024,1,18,20,0,0,15.26,99.17,101.7,5.11
2024,1,18,21,0,0,14.27,99.19,101.72,5.08
2024,1,18,22,0,0,13.32,99.17,101.71,4.93
2024,1,18,23,0,0,12.44,99.14,101.69,4.71
2024,1,19,0,0,0,11.7,99.11,101.66,4.38
2024,1,19,1,0,0,11.13,99.09,101.65,3.94
2024,1,19,2,0,0,10.83,99.07,101.63,3.47
2024,1,19,3,0,0,10.66,99.07,101.63,3.05
2024,1,19,4,0,0,10.42,99.1,101.66,2.72
2024,1,19,5,0,0,10.02,99.14,101.71,2.66
2024,1,19,6,0,0,9.55,99.19,101.76,2.76
2024,1,19,7,51.92,61.52,10.97,99.24,101.8,2.93
2024,1,19,8,222.95,337.48,14.75,99.31,101.84,2.39
2024,1,19,9,401.83,494.85,19.03,99.34,101.83,1.64
2024,1,19,10,542.45,572.2,23.11,99.29,101.74,1.06
2024,1,19,11,625.35,628.72,25,99.16,101.6,0.69
2024,1,19,12,650.75,674.66,26,99.06,101.49,0.44
2024,1,19,13,597.12,656.88,26.53,98.98,101.4,0.63
2024,1,19,14,481.7,586.22,26.46,98.94,101.36,0.98
2024,1,19,15,324.42,457.67,25.72,98.92,101.35,1.35
2024,1,19,16,140.77,245.99,23.23,98.94,101.39,2.05
2024,1,19,17,11.93,5.79,18.87,98.98,101.47,3.01
2024,1,19,18,0,0,16.97,99.04,101.55,3.59
2024,1,19,19,0,0,15.76,99.09,101.6,3.84
2024,1,19,20,0,0,14.77,99.13,101.65,3.81
2024,1,19,21,0,0,13.92,99.14,101.67,3.73
